date,crop,price_per_quintal_inr,market,state,arrivals_tonnes
2023-06-16,Rice,32.99,Chennai APMC,Maharashtra,1818.4
2023-06-16,Soybean,48.76,Chennai APMC,Rajasthan,3706.5
2023-06-16,Cotton,64.81,Coimbatore APMC,Karnataka,466.0
2023-06-17,Tomato,42.12,Koyambedu,Karnataka,3647.6
2023-06-17,Potato,14.98,Hyderabad,Haryana,4468.9
2023-06-17,Corn,18.26,Mumbai APMC,Gujarat,3460.5
2023-06-17,Wheat,24.0,Coimbatore APMC,Rajasthan,2866.9
2023-06-17,Rice,30.75,Chennai APMC,Maharashtra,1666.6
2023-06-17,Soybean,46.71,Chennai APMC,Karnataka,3066.3
2023-06-17,Cotton,63.42,Koyambedu,Haryana,2587.5
2023-06-18,Tomato,38.23,Koyambedu,Punjab,4640.8
2023-06-18,Potato,13.62,Delhi Azadpur,Haryana,2033.7
2023-06-18,Corn,16.28,Madurai,Uttar Pradesh,3621.9
2023-06-18,Wheat,22.11,Koyambedu,Haryana,4827.5
2023-06-18,Rice,31.04,Coimbatore APMC,Uttar Pradesh,4974.8
2023-06-18,Soybean,49.85,Coimbatore APMC,Tamil Nadu,1902.5
2023-06-18,Cotton,65.14,Hyderabad,Andhra Pradesh,3815.6
2023-06-19,Tomato,38.34,Bengaluru APMC,Uttar Pradesh,3747.0
2023-06-19,Potato,12.21,Madurai,Uttar Pradesh,2532.7
2023-06-19,Corn,19.11,Chennai APMC,Haryana,4553.2
2023-06-19,Wheat,22.22,Delhi Azadpur,Uttar Pradesh,75.0
2023-06-19,Rice,30.36,Coimbatore APMC,Tamil Nadu,3921.2
2023-06-19,Soybean,48.52,Madurai,Uttar Pradesh,1371.9
2023-06-19,Cotton,62.24,Mumbai APMC,Maharashtra,1145.6
2023-06-20,Tomato,40.78,Chennai APMC,Punjab,1144.2
2023-06-20,Potato,11.62,Delhi Azadpur,Gujarat,2960.2
2023-06-20,Corn,16.72,Mumbai APMC,Rajasthan,1975.7
2023-06-20,Wheat,24.1,Chennai APMC,Punjab,1736.0
2023-06-20,Rice,28.23,Mumbai APMC,Gujarat,801.3
2023-06-20,Soybean,48.28,Hyderabad,Andhra Pradesh,2684.6
2023-06-20,Cotton,63.59,Madurai,Haryana,1315.7
2023-06-21,Tomato,41.38,Chennai APMC,Maharashtra,3175.4
2023-06-21,Potato,13.89,Mumbai APMC,Maharashtra,1077.4
2023-06-21,Corn,19.6,Mumbai APMC,Uttar Pradesh,1494.5
2023-06-21,Wheat,23.74,Mumbai APMC,Gujarat,3388.8
2023-06-21,Rice,29.91,Chennai APMC,Karnataka,3143.1
2023-06-21,Soybean,47.74,Madurai,Punjab,2846.2
2023-06-21,Cotton,64.37,Bengaluru APMC,Tamil Nadu,3769.4
2023-06-22,Tomato,40.56,Delhi Azadpur,Rajasthan,3733.1
2023-06-22,Potato,13.54,Coimbatore APMC,Haryana,4609.8
2023-06-22,Corn,16.43,Madurai,Haryana,3055.3
2023-06-22,Wheat,22.49,Koyambedu,Maharashtra,2009.0
2023-06-22,Rice,28.38,Coimbatore APMC,Maharashtra,2875.2
2023-06-22,Soybean,50.11,Madurai,Karnataka,3846.0
2023-06-22,Cotton,61.62,Bengaluru APMC,Rajasthan,2072.2
2023-06-23,Tomato,39.38,Coimbatore APMC,Haryana,4507.3
2023-06-23,Potato,12.34,Delhi Azadpur,Punjab,3864.0
2023-06-23,Corn,18.76,Koyambedu,Punjab,2536.4
2023-06-23,Wheat,22.97,Bengaluru APMC,Andhra Pradesh,4302.3
2023-06-23,Rice,32.29,Hyderabad,Gujarat,1467.1
2023-06-23,Soybean,46.41,Hyderabad,Karnataka,4623.4
2023-06-23,Cotton,63.84,Madurai,Haryana,1477.6
2023-06-24,Tomato,39.1,Mumbai APMC,Gujarat,3298.1
2023-06-24,Potato,16.57,Koyambedu,Haryana,2921.8
2023-06-24,Corn,15.57,Bengaluru APMC,Haryana,2081.0
2023-06-24,Wheat,23.82,Chennai APMC,Andhra Pradesh,735.9
2023-06-24,Rice,31.3,Koyambedu,Haryana,4730.2
2023-06-24,Soybean,47.97,Mumbai APMC,Andhra Pradesh,874.0
2023-06-24,Cotton,63.07,Hyderabad,Maharashtra,4761.6
2023-06-25,Tomato,40.09,Chennai APMC,Haryana,2782.7
2023-06-25,Potato,13.35,Coimbatore APMC,Karnataka,2316.0
2023-06-25,Corn,17.07,Coimbatore APMC,Karnataka,2387.2
2023-06-25,Wheat,24.73,Coimbatore APMC,Punjab,706.6
2023-06-25,Rice,33.6,Koyambedu,Tamil Nadu,1074.7
2023-06-25,Soybean,46.45,Hyderabad,Gujarat,1263.0
2023-06-25,Cotton,61.23,Hyderabad,Andhra Pradesh,3993.9
2023-06-26,Tomato,40.09,Hyderabad,Rajasthan,3224.8
2023-06-26,Potato,17.09,Mumbai APMC,Karnataka,1262.1
2023-06-26,Corn,16.02,Koyambedu,Tamil Nadu,3755.6
2023-06-26,Wheat,25.68,Bengaluru APMC,Rajasthan,4977.9
2023-06-26,Rice,32.74,Bengaluru APMC,Maharashtra,3926.1
2023-06-26,Soybean,46.39,Delhi Azadpur,Rajasthan,648.9
2023-06-26,Cotton,64.08,Chennai APMC,Gujarat,2430.0
2023-06-27,Tomato,42.6,Chennai APMC,Uttar Pradesh,4067.7
2023-06-27,Potato,12.59,Chennai APMC,Punjab,2027.2
2023-06-27,Corn,16.86,Hyderabad,Haryana,3947.7
2023-06-27,Wheat,22.29,Koyambedu,Karnataka,4243.0
2023-06-27,Rice,28.64,Koyambedu,Karnataka,1864.0
2023-06-27,Soybean,46.19,Mumbai APMC,Karnataka,4569.2
2023-06-27,Cotton,61.33,Hyderabad,Andhra Pradesh,1359.3
2023-06-28,Tomato,40.15,Mumbai APMC,Maharashtra,2318.3
2023-06-28,Potato,11.95,Hyderabad,Andhra Pradesh,3797.1
2023-06-28,Corn,17.45,Mumbai APMC,Uttar Pradesh,3461.5
2023-06-28,Wheat,20.77,Mumbai APMC,Gujarat,3512.8
2023-06-28,Rice,30.6,Delhi Azadpur,Tamil Nadu,3818.5
2023-06-28,Soybean,48.35,Madurai,Rajasthan,1477.7
2023-06-28,Cotton,60.11,Coimbatore APMC,Punjab,2839.5
2023-06-29,Tomato,40.6,Delhi Azadpur,Uttar Pradesh,4726.7
2023-06-29,Potato,14.88,Madurai,Uttar Pradesh,2402.7
2023-06-29,Corn,15.23,Hyderabad,Uttar Pradesh,814.5
2023-06-29,Wheat,25.55,Madurai,Karnataka,3056.9
2023-06-29,Rice,30.67,Bengaluru APMC,Uttar Pradesh,3202.0
2023-06-29,Soybean,45.98,Chennai APMC,Andhra Pradesh,2937.0
2023-06-29,Cotton,62.96,Madurai,Tamil Nadu,1334.1
2023-06-30,Tomato,40.82,Bengaluru APMC,Gujarat,3111.4
2023-06-30,Potato,13.1,Madurai,Punjab,3237.1
2023-06-30,Corn,17.79,Mumbai APMC,Rajasthan,1903.1
2023-06-30,Wheat,21.6,Hyderabad,Karnataka,4360.4
2023-06-30,Rice,30.24,Hyderabad,Karnataka,2445.8
2023-06-30,Soybean,44.86,Bengaluru APMC,Tamil Nadu,3360.3
2023-06-30,Cotton,62.82,Koyambedu,Punjab,1162.9
2023-07-01,Tomato,38.57,Coimbatore APMC,Andhra Pradesh,792.9
2023-07-01,Potato,11.83,Koyambedu,Andhra Pradesh,1814.7
2023-07-01,Corn,18.78,Hyderabad,Tamil Nadu,4207.9
2023-07-01,Wheat,24.57,Coimbatore APMC,Andhra Pradesh,1849.6
2023-07-01,Rice,30.84,Chennai APMC,Haryana,3150.7
2023-07-01,Soybean,45.29,Mumbai APMC,Rajasthan,382.6
2023-07-01,Cotton,62.45,Koyambedu,Tamil Nadu,2260.8
2023-07-02,Tomato,41.69,Coimbatore APMC,Andhra Pradesh,1317.6
2023-07-02,Potato,13.09,Madurai,Andhra Pradesh,1180.3
2023-07-02,Corn,20.35,Hyderabad,Karnataka,249.2
2023-07-02,Wheat,23.46,Delhi Azadpur,Rajasthan,1423.5
2023-07-02,Rice,30.16,Coimbatore APMC,Maharashtra,4535.4
2023-07-02,Soybean,46.41,Madurai,Rajasthan,1548.7
2023-07-02,Cotton,63.07,Coimbatore APMC,Andhra Pradesh,1257.5
2023-07-03,Tomato,39.59,Hyderabad,Gujarat,536.4
2023-07-03,Potato,13.88,Chennai APMC,Punjab,3960.6
2023-07-03,Corn,18.26,Koyambedu,Andhra Pradesh,2417.6
2023-07-03,Wheat,21.64,Hyderabad,Maharashtra,2406.4
2023-07-03,Rice,27.82,Koyambedu,Rajasthan,2967.4
2023-07-03,Soybean,44.07,Hyderabad,Uttar Pradesh,2868.2
2023-07-03,Cotton,63.58,Bengaluru APMC,Maharashtra,3613.9
2023-07-04,Tomato,38.11,Hyderabad,Andhra Pradesh,2965.2
2023-07-04,Potato,9.54,Hyderabad,Tamil Nadu,1296.2
2023-07-04,Corn,17.35,Bengaluru APMC,Uttar Pradesh,2488.4
2023-07-04,Wheat,26.51,Madurai,Punjab,2561.1
2023-07-04,Rice,29.76,Delhi Azadpur,Uttar Pradesh,1357.8
2023-07-04,Soybean,48.03,Coimbatore APMC,Punjab,1412.7
2023-07-04,Cotton,62.89,Delhi Azadpur,Gujarat,601.8
2023-07-05,Tomato,39.57,Madurai,Gujarat,82.3
2023-07-05,Potato,14.1,Hyderabad,Gujarat,857.5
2023-07-05,Corn,16.28,Koyambedu,Haryana,3381.2
2023-07-05,Wheat,23.12,Koyambedu,Gujarat,1745.0
2023-07-05,Rice,30.2,Madurai,Andhra Pradesh,3905.0
2023-07-05,Soybean,45.72,Coimbatore APMC,Andhra Pradesh,1570.6
2023-07-05,Cotton,64.21,Delhi Azadpur,Punjab,3843.8
2023-07-06,Tomato,39.41,Hyderabad,Maharashtra,3439.5
2023-07-06,Potato,11.54,Coimbatore APMC,Karnataka,1652.6
2023-07-06,Corn,17.48,Coimbatore APMC,Haryana,3939.8
2023-07-06,Wheat,21.32,Madurai,Karnataka,1662.1
2023-07-06,Rice,29.71,Hyderabad,Haryana,3909.8
2023-07-06,Soybean,46.66,Delhi Azadpur,Andhra Pradesh,4667.6
2023-07-06,Cotton,64.3,Hyderabad,Uttar Pradesh,1885.4
2023-07-07,Tomato,40.34,Delhi Azadpur,Punjab,3647.2
2023-07-07,Potato,12.59,Mumbai APMC,Gujarat,1574.7
2023-07-07,Corn,17.85,Bengaluru APMC,Haryana,78.1
2023-07-07,Wheat,24.71,Bengaluru APMC,Tamil Nadu,4845.0
2023-07-07,Rice,30.46,Mumbai APMC,Karnataka,4876.2
2023-07-07,Soybean,46.64,Delhi Azadpur,Tamil Nadu,4101.7
2023-07-07,Cotton,60.66,Coimbatore APMC,Andhra Pradesh,3327.2
2023-07-08,Tomato,37.98,Delhi Azadpur,Uttar Pradesh,4171.1
2023-07-08,Potato,12.12,Chennai APMC,Punjab,2166.1
2023-07-08,Corn,15.67,Bengaluru APMC,Punjab,2812.4
2023-07-08,Wheat,22.3,Coimbatore APMC,Andhra Pradesh,3106.9
2023-07-08,Rice,29.66,Hyderabad,Uttar Pradesh,578.8
2023-07-08,Soybean,47.37,Coimbatore APMC,Karnataka,1661.1
2023-07-08,Cotton,62.47,Hyderabad,Gujarat,4762.6
2023-07-09,Tomato,40.27,Chennai APMC,Haryana,3454.6
2023-07-09,Potato,12.63,Hyderabad,Andhra Pradesh,1436.7
2023-07-09,Corn,13.57,Bengaluru APMC,Tamil Nadu,552.1
2023-07-09,Wheat,21.13,Mumbai APMC,Uttar Pradesh,2712.6
2023-07-09,Rice,29.32,Hyderabad,Uttar Pradesh,599.6
2023-07-09,Soybean,44.72,Madurai,Maharashtra,1656.5
2023-07-09,Cotton,63.44,Bengaluru APMC,Karnataka,4376.1
2023-07-10,Tomato,41.79,Delhi Azadpur,Andhra Pradesh,2831.1
2023-07-10,Potato,14.32,Hyderabad,Andhra Pradesh,1672.8
2023-07-10,Corn,16.17,Delhi Azadpur,Rajasthan,2678.6
2023-07-10,Wheat,24.73,Delhi Azadpur,Tamil Nadu,745.3
2023-07-10,Rice,29.72,Koyambedu,Punjab,4788.1
2023-07-10,Soybean,45.99,Mumbai APMC,Gujarat,3749.0
2023-07-10,Cotton,61.57,Coimbatore APMC,Karnataka,1640.3
2023-07-11,Tomato,39.0,Coimbatore APMC,Gujarat,1842.9
2023-07-11,Potato,11.87,Coimbatore APMC,Uttar Pradesh,1314.0
2023-07-11,Corn,16.71,Chennai APMC,Karnataka,640.0
2023-07-11,Wheat,22.7,Bengaluru APMC,Haryana,2011.7
2023-07-11,Rice,29.46,Hyderabad,Tamil Nadu,4166.8
2023-07-11,Soybean,47.11,Chennai APMC,Rajasthan,1898.7
2023-07-11,Cotton,64.24,Bengaluru APMC,Tamil Nadu,4801.0
2023-07-12,Tomato,40.84,Mumbai APMC,Rajasthan,2485.4
2023-07-12,Potato,10.19,Mumbai APMC,Maharashtra,3685.4
2023-07-12,Corn,12.58,Koyambedu,Rajasthan,3913.9
2023-07-12,Wheat,23.82,Madurai,Rajasthan,4239.2
2023-07-12,Rice,27.37,Koyambedu,Gujarat,3069.7
2023-07-12,Soybean,46.08,Coimbatore APMC,Maharashtra,3847.2
2023-07-12,Cotton,60.66,Bengaluru APMC,Uttar Pradesh,2355.3
2023-07-13,Tomato,36.68,Madurai,Punjab,411.5
2023-07-13,Potato,13.19,Mumbai APMC,Gujarat,2662.2
2023-07-13,Corn,17.52,Bengaluru APMC,Tamil Nadu,2037.3
2023-07-13,Wheat,21.51,Delhi Azadpur,Tamil Nadu,3137.3
2023-07-13,Rice,25.49,Bengaluru APMC,Tamil Nadu,92.3
2023-07-13,Soybean,45.56,Mumbai APMC,Haryana,794.9
2023-07-13,Cotton,62.97,Coimbatore APMC,Punjab,2685.2
2023-07-14,Tomato,37.13,Coimbatore APMC,Punjab,4471.6
2023-07-14,Potato,12.62,Madurai,Andhra Pradesh,3876.3
2023-07-14,Corn,16.32,Coimbatore APMC,Uttar Pradesh,948.9
2023-07-14,Wheat,23.21,Chennai APMC,Rajasthan,3029.5
2023-07-14,Rice,29.52,Chennai APMC,Karnataka,2723.4
2023-07-14,Soybean,44.88,Koyambedu,Punjab,4359.3
2023-07-14,Cotton,64.14,Coimbatore APMC,Andhra Pradesh,1048.4
2023-07-15,Tomato,39.07,Madurai,Haryana,4955.5
2023-07-15,Potato,12.27,Coimbatore APMC,Andhra Pradesh,3873.1
2023-07-15,Corn,14.91,Chennai APMC,Karnataka,4394.3
2023-07-15,Wheat,21.64,Hyderabad,Maharashtra,4179.1
2023-07-15,Rice,27.98,Bengaluru APMC,Tamil Nadu,2247.6
2023-07-15,Soybean,46.05,Coimbatore APMC,Haryana,293.6
2023-07-15,Cotton,64.88,Hyderabad,Haryana,1033.3
2023-07-16,Tomato,37.22,Bengaluru APMC,Maharashtra,509.6
2023-07-16,Potato,9.86,Madurai,Rajasthan,4570.8
2023-07-16,Corn,18.48,Koyambedu,Karnataka,3795.2
2023-07-16,Wheat,21.96,Koyambedu,Gujarat,3716.2
2023-07-16,Rice,28.27,Mumbai APMC,Punjab,2104.9
2023-07-16,Soybean,47.84,Coimbatore APMC,Maharashtra,4009.0
2023-07-16,Cotton,61.37,Mumbai APMC,Gujarat,1313.7
2023-07-17,Tomato,41.99,Koyambedu,Gujarat,129.9
2023-07-17,Potato,13.26,Bengaluru APMC,Haryana,2031.5
2023-07-17,Corn,15.52,Koyambedu,Punjab,1833.9
2023-07-17,Wheat,25.48,Delhi Azadpur,Maharashtra,2199.0
2023-07-17,Rice,28.34,Delhi Azadpur,Andhra Pradesh,4998.5
2023-07-17,Soybean,47.36,Koyambedu,Haryana,4385.9
2023-07-17,Cotton,62.7,Chennai APMC,Uttar Pradesh,3661.7
2023-07-18,Tomato,41.17,Mumbai APMC,Tamil Nadu,746.6
2023-07-18,Potato,14.56,Coimbatore APMC,Karnataka,2844.7
2023-07-18,Corn,16.27,Madurai,Rajasthan,821.0
2023-07-18,Wheat,21.09,Hyderabad,Tamil Nadu,352.8
2023-07-18,Rice,29.91,Coimbatore APMC,Uttar Pradesh,1889.9
2023-07-18,Soybean,45.2,Bengaluru APMC,Karnataka,2125.2
2023-07-18,Cotton,65.24,Madurai,Rajasthan,4828.2
2023-07-19,Tomato,39.4,Madurai,Punjab,4401.4
2023-07-19,Potato,11.64,Koyambedu,Karnataka,198.4
2023-07-19,Corn,16.47,Coimbatore APMC,Uttar Pradesh,2048.1
2023-07-19,Wheat,20.17,Mumbai APMC,Uttar Pradesh,3128.5
2023-07-19,Rice,27.73,Chennai APMC,Tamil Nadu,1691.3
2023-07-19,Soybean,47.99,Hyderabad,Tamil Nadu,3688.0
2023-07-19,Cotton,61.21,Madurai,Haryana,280.2
2023-07-20,Tomato,37.6,Bengaluru APMC,Rajasthan,890.2
2023-07-20,Potato,12.97,Koyambedu,Tamil Nadu,1775.9
2023-07-20,Corn,17.95,Coimbatore APMC,Maharashtra,2128.4
2023-07-20,Wheat,23.25,Koyambedu,Maharashtra,4845.2
2023-07-20,Rice,30.66,Hyderabad,Haryana,4287.9
2023-07-20,Soybean,45.03,Hyderabad,Karnataka,4291.7
2023-07-20,Cotton,60.03,Chennai APMC,Uttar Pradesh,2407.4
2023-07-21,Tomato,41.4,Delhi Azadpur,Karnataka,1648.2
2023-07-21,Potato,11.66,Mumbai APMC,Maharashtra,2415.1
2023-07-21,Corn,15.77,Coimbatore APMC,Karnataka,1135.6
2023-07-21,Wheat,24.14,Madurai,Karnataka,1166.5
2023-07-21,Rice,29.98,Koyambedu,Maharashtra,3600.5
2023-07-21,Soybean,46.83,Delhi Azadpur,Maharashtra,1286.4
2023-07-21,Cotton,65.39,Delhi Azadpur,Karnataka,3663.6
2023-07-22,Tomato,38.16,Delhi Azadpur,Punjab,3566.8
2023-07-22,Potato,13.51,Hyderabad,Rajasthan,2608.7
2023-07-22,Corn,16.21,Delhi Azadpur,Karnataka,1673.3
2023-07-22,Wheat,22.53,Mumbai APMC,Karnataka,2917.9
2023-07-22,Rice,31.42,Chennai APMC,Haryana,3177.8
2023-07-22,Soybean,46.88,Coimbatore APMC,Karnataka,120.9
2023-07-22,Cotton,62.93,Chennai APMC,Andhra Pradesh,851.3
2023-07-23,Tomato,40.71,Mumbai APMC,Tamil Nadu,2881.8
2023-07-23,Potato,11.56,Hyderabad,Punjab,979.4
2023-07-23,Corn,14.84,Bengaluru APMC,Gujarat,4963.9
2023-07-23,Wheat,20.54,Hyderabad,Uttar Pradesh,2752.1
2023-07-23,Rice,26.15,Koyambedu,Uttar Pradesh,3294.5
2023-07-23,Soybean,49.19,Mumbai APMC,Punjab,4983.6
2023-07-23,Cotton,60.45,Madurai,Uttar Pradesh,1737.9
2023-07-24,Tomato,38.75,Hyderabad,Rajasthan,2308.8
2023-07-24,Potato,11.67,Koyambedu,Punjab,3828.2
2023-07-24,Corn,16.55,Delhi Azadpur,Maharashtra,3920.7
2023-07-24,Wheat,23.31,Bengaluru APMC,Tamil Nadu,4825.5
2023-07-24,Rice,30.38,Madurai,Maharashtra,1174.3
2023-07-24,Soybean,45.21,Hyderabad,Maharashtra,645.4
2023-07-24,Cotton,61.83,Delhi Azadpur,Karnataka,4372.9
2023-07-25,Tomato,39.49,Delhi Azadpur,Gujarat,2209.0
2023-07-25,Potato,11.69,Koyambedu,Rajasthan,953.9
2023-07-25,Corn,18.48,Coimbatore APMC,Karnataka,4208.1
2023-07-25,Wheat,22.8,Coimbatore APMC,Tamil Nadu,1033.5
2023-07-25,Rice,30.17,Mumbai APMC,Rajasthan,3024.6
2023-07-25,Soybean,47.06,Madurai,Rajasthan,2649.0
2023-07-25,Cotton,63.83,Mumbai APMC,Rajasthan,1190.6
2023-07-26,Tomato,39.32,Madurai,Punjab,835.8
2023-07-26,Potato,10.11,Madurai,Andhra Pradesh,4224.0
2023-07-26,Corn,16.65,Madurai,Rajasthan,4713.9
2023-07-26,Wheat,21.08,Bengaluru APMC,Andhra Pradesh,1428.2
2023-07-26,Rice,28.26,Bengaluru APMC,Uttar Pradesh,1979.4
2023-07-26,Soybean,46.93,Bengaluru APMC,Gujarat,2366.6
2023-07-26,Cotton,63.91,Madurai,Uttar Pradesh,51.8
2023-07-27,Tomato,39.07,Delhi Azadpur,Rajasthan,3357.2
2023-07-27,Potato,12.5,Coimbatore APMC,Maharashtra,343.2
2023-07-27,Corn,18.59,Bengaluru APMC,Karnataka,761.8
2023-07-27,Wheat,22.4,Madurai,Andhra Pradesh,1986.6
2023-07-27,Rice,32.94,Madurai,Haryana,1985.4
2023-07-27,Soybean,46.89,Coimbatore APMC,Andhra Pradesh,4179.9
2023-07-27,Cotton,59.4,Koyambedu,Andhra Pradesh,4818.6
2023-07-28,Tomato,40.16,Delhi Azadpur,Karnataka,4468.6
2023-07-28,Potato,12.6,Koyambedu,Karnataka,1068.9
2023-07-28,Corn,17.96,Madurai,Uttar Pradesh,3814.9
2023-07-28,Wheat,23.04,Chennai APMC,Maharashtra,2627.1
2023-07-28,Rice,28.82,Koyambedu,Gujarat,1199.3
2023-07-28,Soybean,44.19,Hyderabad,Uttar Pradesh,4120.1
2023-07-28,Cotton,61.72,Hyderabad,Karnataka,398.5
2023-07-29,Tomato,37.74,Mumbai APMC,Uttar Pradesh,4750.0
2023-07-29,Potato,11.15,Chennai APMC,Haryana,4198.0
2023-07-29,Corn,16.9,Delhi Azadpur,Maharashtra,3153.1
2023-07-29,Wheat,24.52,Bengaluru APMC,Karnataka,4387.4
2023-07-29,Rice,29.61,Hyderabad,Uttar Pradesh,1161.9
2023-07-29,Soybean,44.23,Koyambedu,Maharashtra,4988.1
2023-07-29,Cotton,62.69,Mumbai APMC,Andhra Pradesh,4353.3
2023-07-30,Tomato,40.81,Hyderabad,Haryana,2137.3
2023-07-30,Potato,11.1,Koyambedu,Uttar Pradesh,4219.5
2023-07-30,Corn,15.81,Delhi Azadpur,Uttar Pradesh,3219.3
2023-07-30,Wheat,22.03,Mumbai APMC,Haryana,3351.5
2023-07-30,Rice,27.84,Delhi Azadpur,Punjab,461.3
2023-07-30,Soybean,46.98,Koyambedu,Gujarat,1251.6
2023-07-30,Cotton,61.83,Hyderabad,Andhra Pradesh,2975.9
2023-07-31,Tomato,39.64,Delhi Azadpur,Maharashtra,4986.6
2023-07-31,Potato,10.68,Hyderabad,Rajasthan,3052.9
2023-07-31,Corn,15.35,Bengaluru APMC,Rajasthan,4358.4
2023-07-31,Wheat,23.09,Bengaluru APMC,Tamil Nadu,3028.2
2023-07-31,Rice,28.45,Koyambedu,Maharashtra,631.5
2023-07-31,Soybean,48.6,Coimbatore APMC,Punjab,2921.6
2023-07-31,Cotton,61.41,Bengaluru APMC,Haryana,3605.5
2023-08-01,Tomato,39.34,Chennai APMC,Punjab,3253.1
2023-08-01,Potato,13.4,Hyderabad,Gujarat,2888.1
2023-08-01,Corn,13.88,Chennai APMC,Haryana,4075.1
2023-08-01,Wheat,19.36,Bengaluru APMC,Tamil Nadu,1119.4
2023-08-01,Rice,26.71,Madurai,Tamil Nadu,3171.1
2023-08-01,Soybean,47.9,Mumbai APMC,Maharashtra,1496.8
2023-08-01,Cotton,61.17,Bengaluru APMC,Tamil Nadu,3658.8
2023-08-02,Tomato,42.84,Delhi Azadpur,Punjab,4100.9
2023-08-02,Potato,11.15,Mumbai APMC,Punjab,4869.2
2023-08-02,Corn,16.28,Coimbatore APMC,Uttar Pradesh,2257.7
2023-08-02,Wheat,24.31,Chennai APMC,Punjab,2318.1
2023-08-02,Rice,32.01,Delhi Azadpur,Karnataka,1086.4
2023-08-02,Soybean,49.09,Mumbai APMC,Haryana,3778.9
2023-08-02,Cotton,63.81,Madurai,Gujarat,4290.4
2023-08-03,Tomato,40.54,Mumbai APMC,Punjab,3101.2
2023-08-03,Potato,12.89,Coimbatore APMC,Punjab,4152.0
2023-08-03,Corn,17.17,Koyambedu,Maharashtra,3215.3
2023-08-03,Wheat,21.17,Mumbai APMC,Gujarat,3215.4
2023-08-03,Rice,27.77,Bengaluru APMC,Andhra Pradesh,1360.2
2023-08-03,Soybean,45.99,Hyderabad,Punjab,1718.2
2023-08-03,Cotton,61.74,Hyderabad,Punjab,3786.1
2023-08-04,Tomato,38.32,Madurai,Punjab,128.8
2023-08-04,Potato,13.05,Coimbatore APMC,Uttar Pradesh,4548.7
2023-08-04,Corn,17.43,Delhi Azadpur,Rajasthan,2714.4
2023-08-04,Wheat,22.13,Bengaluru APMC,Maharashtra,1033.2
2023-08-04,Rice,31.22,Koyambedu,Haryana,4268.4
2023-08-04,Soybean,44.29,Madurai,Punjab,2687.5
2023-08-04,Cotton,61.71,Bengaluru APMC,Karnataka,4610.2
2023-08-05,Tomato,37.93,Koyambedu,Uttar Pradesh,3086.4
2023-08-05,Potato,9.2,Koyambedu,Punjab,4997.2
2023-08-05,Corn,15.88,Hyderabad,Tamil Nadu,1267.2
2023-08-05,Wheat,21.82,Madurai,Uttar Pradesh,180.5
2023-08-05,Rice,31.27,Coimbatore APMC,Andhra Pradesh,1264.5
2023-08-05,Soybean,46.95,Coimbatore APMC,Gujarat,3257.1
2023-08-05,Cotton,60.47,Coimbatore APMC,Karnataka,111.5
2023-08-06,Tomato,41.79,Coimbatore APMC,Tamil Nadu,4294.8
2023-08-06,Potato,13.84,Hyderabad,Gujarat,2101.9
2023-08-06,Corn,16.88,Coimbatore APMC,Haryana,971.0
2023-08-06,Wheat,21.67,Bengaluru APMC,Haryana,3746.6
2023-08-06,Rice,27.57,Mumbai APMC,Uttar Pradesh,2185.0
2023-08-06,Soybean,45.45,Mumbai APMC,Andhra Pradesh,1634.8
2023-08-06,Cotton,63.64,Mumbai APMC,Maharashtra,4792.6
2023-08-07,Tomato,41.84,Madurai,Punjab,4306.7
2023-08-07,Potato,14.33,Coimbatore APMC,Rajasthan,2915.8
2023-08-07,Corn,15.28,Koyambedu,Rajasthan,3556.4
2023-08-07,Wheat,20.34,Mumbai APMC,Maharashtra,4045.9
2023-08-07,Rice,29.23,Coimbatore APMC,Punjab,3601.9
2023-08-07,Soybean,43.36,Coimbatore APMC,Gujarat,1382.2
2023-08-07,Cotton,62.5,Chennai APMC,Gujarat,3113.1
2023-08-08,Tomato,38.8,Hyderabad,Haryana,370.1
2023-08-08,Potato,11.33,Madurai,Tamil Nadu,2821.8
2023-08-08,Corn,13.63,Chennai APMC,Punjab,2409.3
2023-08-08,Wheat,22.79,Madurai,Maharashtra,3425.9
2023-08-08,Rice,28.23,Koyambedu,Uttar Pradesh,2870.3
2023-08-08,Soybean,44.27,Chennai APMC,Gujarat,2182.6
2023-08-08,Cotton,57.72,Madurai,Haryana,1115.3
2023-08-09,Tomato,38.99,Hyderabad,Uttar Pradesh,2715.1
2023-08-09,Potato,14.69,Delhi Azadpur,Punjab,1201.2
2023-08-09,Corn,18.53,Bengaluru APMC,Karnataka,3843.2
2023-08-09,Wheat,21.35,Mumbai APMC,Tamil Nadu,4855.9
2023-08-09,Rice,28.13,Chennai APMC,Punjab,2957.9
2023-08-09,Soybean,46.74,Koyambedu,Maharashtra,2672.4
2023-08-09,Cotton,60.54,Madurai,Andhra Pradesh,1281.6
2023-08-10,Tomato,39.5,Madurai,Karnataka,196.0
2023-08-10,Potato,13.2,Hyderabad,Maharashtra,1692.4
2023-08-10,Corn,17.89,Koyambedu,Haryana,2891.3
2023-08-10,Wheat,21.9,Bengaluru APMC,Haryana,1937.4
2023-08-10,Rice,28.74,Hyderabad,Karnataka,4244.0
2023-08-10,Soybean,44.73,Madurai,Maharashtra,1590.4
2023-08-10,Cotton,60.81,Madurai,Haryana,4401.4
2023-08-11,Tomato,38.72,Hyderabad,Maharashtra,963.6
2023-08-11,Potato,12.61,Bengaluru APMC,Andhra Pradesh,1171.9
